Comments,HateSpeech,Emotion
আহো ভাতিজা আহো তোমার লাগাইয়া শুইয়া আছি ।,nonhate,happy
"যৌ*বন জ্বা*লায় অ**স্থির কলেজ বা বিশ্ববিদ্যালয়ের ছাত্রী, বিবাহিত ভাবি, আন্টি, স্বামী প্রবাসে থাকে এমন কোনো মেয়ে একাকীত্ব দূর করে কল এ মজা করতে চাইলে আমাকে মেসেজ করেন সে*ক্স লেখে ",hate,happy
"মন পাষাণ। দুধ নরম। মন ছোট, দুধ বড়। এটাই বারো ব্যাটারি কন্যা",hate,sad
নামবে কুমির নোনতা খালে খাল ভরবে সাদা মালে।,hate,happy
হাসতে হাসতে বান্ধবীর সাথে সহবাস করে ফেল্লাম.,hate,happy
বাজে চিন্তা বাদ দিয়ে গাছ লাগাও,nonhate,happy
অনেক বার লাগাইছি তবু চলে গেছে,nonhate,sad
"তাদের সাউয়াই অনেক কারেন্ট, তাই লাগানোর পরেও চলে যায়।",hate,sad
সুপার গ্লু দিয়ে লাগলে গ্যারানটি,nonhate,happy
আইসক্রিম কালো হলে কি হবে ভিতরে তো তোমার থেকেও সাদা ,nonhate,happy
তোমার ঠোঁট দুটি গোলাপী কিন্তূ নিচের পাপড়ী দুটি কালো কেনো,nonhate,sad
ভালো করে ঠাপানো হলে শেষ হবে রাস্তা,nonhate,sad
উফফ অনেক স্বাদ চুলকানো টা কি যে ভালো লাগে ,nonhate,happy
লুচ্ছা একটা বন্ধু চাই ,hate,happy
"যখন চুল কাবে আমাকে বলবেন, আমি চুলকে দেবো",nonhate,happy
ঐখানে শুধু বড় মোটা কলা দিতে হয়,nonhate,sad
মালম লাগবে মলম চুলকানির মলম বিশেষ অঙ্গে লাগানোর মলম ,nonhate,happy
আহারে খাউজ্জায় চুলকায় মজা লাগে পোড়ায় যখন চুলকানি উঠে তখন ইচ্ছে করে দুইশ টাকা রোজের কামলা ভাড়া করে চুলকাই,nonhate,happy
ওই খানে চুলকালে তো তোমাদের ওইটায় পানি আইসা পরার কথা ,nonhate,sad
মেয়েদের কলা খাইতে হয় বেশি করে।,nonhate,happy
মেয়েদের টাকা পয়সা কিছু লাগে না। নিচেরটা ঠিক থাকলে হয়।,hate,sad
এইগুলো বুঝিনা জন্য আমি সিঙ্গেল,nonhate,sad
এই মামুনির চুষতে ভালো লাগে!!,nonhate,happy
নিচের জ্বালা উঠছে মনে হয় ,hate,sad
ইস আস্তে কামড় দিতে বলছিলা,nonhate,sad
লাউটা ঝুইলা মাটিতে পইরা গেছে ওইটা আবার মামনি কেমনে হয়,hate,sad
এর নতুন নতুন দু*ধ মোটা হচ্ছে তার জন্য মামুনি আনন্দই আছে,hate,happy
উফফ রসালো মাল ,nonhate,happy
ওখান থেকে জল খেতে গেলে সব ছেলে দুর্বল হয়ে যাবে ,nonhate,happy
"পেছন থেকে,,,ডগি স্টাইলে",nonhate,happy
আমার কোনো দোষ নাই আপুটি টিশার্ট এ লিখা ,nonhate,happy
শান্তি আফা...! ,nonhate,happy
দরকার হয় কিডনি বিক্রি করে টাকা দেব .. শান্ত লিটন দের দেশে আনার ব্যবস্থা করা হোক,nonhate,angry
কে জানতো এই ছেলেই বাংলাদেশের ক্রিকেট এর গু***য়া মারবে ,hate,sad
"দুধগুলো ঢেকে রাখা উচিত, এগুলো বাচ্চার খাবার",nonhate,sad
আই রে আই টিয়ে দূধ ভাত দিয়ে,nonhate,happy
বাচ্চাটা দুধের অভাবে ভুগছে।এটা দেন ক্যাপশান,nonhate,sad
সাপ ফণা ধরে আছে বিষ নামিয়ে দিবে?,nonhate,angry
তুমি নেই বলে আইসক্রিম খাওয়াতে পারলাম না।আই লাভ ইউ,nonhate,sad
এইটা আমাদের লোকাল বাস এর অবস্থা ,nonhate,sad
ওএমজি উফ আমি যদি একটা কিস দিতে পারতাম,nonhate,sad
এই জন্যই কোলবালিশ দিয়া রাতে গুমান লাগে ,nonhate,sad
ছেলেদের খাবার গুলা এই ভাবে চেটে দিচ্ছে ছি ছি ছি কী যুগ আসলো রে বাবা,hate,sad
দুইজনের ঠোটের মাঝে নুনু ঢুকাইতে মন চায়,hate,sad
